names,stars,dates,clicks,reviews
Deniz Karabacak,1,2021-02-26,0,HOW CAN YOU NOT INCLUDE MULTIPLE PHOTO POSTING IN THIS APP JESUS CHRIST
Gaurav Singh,3,2021-04-19,0,I miss dark mode.
ritik sursen,5,2021-03-11,0,The only thing that I have to use instagram the same time
Infires Man YoonKitty,2,2020-12-27,1,"Need to upload all features , so it will be more handy"
KAWSHIKA HIRUSHAN,4,2021-02-24,0,Good app for light phones
Nilesh Dubey,1,2021-02-18,57,set support of reels & stories stickers
Geetanjali,3,2021-01-13,0,Please add the feature to add and upload multiple pictures
Dileep Madugula,1,2021-03-11,0,Add theme dark and white
Moumita Saha,3,2021-01-11,1,"Please increase the time limit of posting any video on story (more than 15 seconds). Cropping of picture in the story is not available please do avail that feature. Can't see any reel from the message section, please fix this issue. Lots of sticker are not available which are available in the Instagram app."
jeethander singh,3,2021-02-20,0,needs much development ..atleast the live feature should be released ..and also the reels like content is not supported..which should be solved with the feature updates
Pavan Mohite,3,2020-12-29,0,"Overall it's a good App. But sometimes it just doesn't open and keeps loading. It's a light app so you can't access instagram reel, direct message themes aren't available, Can't respond to particular texts with mentioning it. No Dark theme."
Abhishek Hunjan,5,2021-01-12,1,App is good but need to update for more new features....
Sumanth Poojary,3,2021-01-01,2,App is good but messeging problems 🥺
Aditya Saumya,2,2021-03-10,0,The interface and all makes you feel as if you are back in 2010. Certainly expected more from a company as big as facebook.
ARUN D,3,2020-12-21,0,Instagram lite not showing and working reels
Saad Pathan,5,2021-03-13,0,This app is work in any network👑
AD CLiCK'S,4,2021-03-14,0,It was pretty gud for older phones like 3g smartphones it works very smoothly and nicely but there are lots of things that are not like the actual app hope they fixx this soon
akhila jagathi,2,2021-04-09,0,Not good performance
Niharika Konwar,5,2021-03-13,0,Thanks for this.really very good app
Benoyranjan Srivastava,5,2021-04-07,0,Nice app. works small app
Rukki geet,1,2021-03-17,0,"But instagram lite doesn't story post with songs option, mention etc. It is use only for messages and post. But videos don't post in instagram lite.😈😈 this app is good but not be excellent. Instagram is good app ."
Olivia Isaac,1,2021-03-04,0,I can't open messages and requests
Teena Tomer,1,2021-02-19,0,This is very nice and I'm enjoying this aap
Topsy Gamerz,1,2021-01-27,0,It can't support dark or night theme
I'm Aditya,1,2021-03-10,0,This app is very slow.
Sheikh Ahmad,2,2020-11-28,5,Cannot show photos and videos clear
shivam kumar,4,2021-02-10,1,I am waiting instagram lite before some years ❤️. Thanks to instaieam.
Mukul Nandwani,1,2021-02-14,0,I waited 5 mins for this app to start but it's loading like a unstoppable loop. It's the same problem that i faced before in facebook lite.
Kits Arthur,5,2021-03-23,0,Perfect and productive app
Dhivakar Ponnusamy,4,2021-01-16,0,Better app than normal instagram app.. good thing is this app doesn't have reels.. needs less data and storage and works fine.. I've been searching for insta lite for a long time and finally I've got the app.. bad thing is the dark mode.. everything looks black including the font.. and this sucks
Priti Pathak,4,2021-02-09,1,I can give this app 5 stars but I'm giving 4 stars because this app is much better than Instagram Official app in many terms but I kindly request to add a feature of sharing reels on our story and a feature of music so that we can add music to our story. I also request you to not increase the size of the app more than 3mb to 4 mb. Regards Instagram User
Faizan Hatela,4,2020-12-16,0,Super Bass live option kar dete or music add
Indian girl,1,2021-04-18,0,"Sometimes in this app send button disappears, lags too much even we have good net work. I recommend don't install this app"
Chetan Chincholkar,2,2021-01-12,1,Reel feature igtv live option Instagram Lite nai hai aur dark mode enable option Instagram Lite Mein Nahin Hai load hone mein samay leta hai
Samuel Jebaraj,1,2021-03-04,0,full of bugs
Ditu Sahu,2,2021-03-11,0,"You can turn off autoplay video, if you have enabled gestures navigation, a chain appears at the bottom of screen."
Aryan Zzy,1,2020-12-17,0,Dark mode is messed up on poco m2 pro Everything thing is dark
Anisha Rajput,1,2021-02-08,0,Try using Instagram only... It's waste to use this
Abhishek,1,2021-02-09,11,Too many bugs
Sunflower Tommo,5,2021-01-27,0,I loved it. Emojis are so cute in it. Even though it does not support so many things in IG. 💛💛💛💛💛
mohd toha,3,2021-03-04,0,"Add more features and make it more smooth , its full of glitch and bugs You can extend it size to 10-15 mb and make it more better Insta website is better than Instagram lite"
Arun Dubey,2,2021-04-24,0,Not good as real insta
Samsun Nahar,5,2021-04-24,0,Instagram reels not comeing my phone
Amrit Rai,1,2021-03-09,0,Uhhhhhhh😒 Cannot post the photos and videos veryyyyy useless 💔
DARK 彡ROHIT,3,2021-03-11,0,Bugs In Dark Mode
हरिओम पाटीदार,3,2020-12-30,1,'Add music on story ' Please add this feature
Anahita bhoosan,1,2021-02-21,0,This app causes many errors in 1 day and run my mobile very slow Please improve and update latest version of Instagram lite Instagram has no any errors then why Instagram lite has many errors😡😡😠😠
Sumalatha Sade,3,2020-12-21,5,Better u support more story options stickers can't be used and also dark mode to come
Baalveer returns club,1,2021-02-21,0,This app causes many errors in 1 day and run my mobile very slow Please improve and update latest version of Instagram lite Instagram has no any errors then why Instagram lite has many errors😠😠
Anshu Meena,4,2021-02-08,1,Amazing but slow
Shilpa Thakur,5,2021-01-28,0,Very good. It's looks like fb
Md Kaif Aquil,1,2021-02-02,0,"Web Version Is Far Better Than This, Instagram Don't Try To Be In Lite Industry, That's Not Your Way Of Delete This Forever And Never Think About It, Instead Improve Full Version For Better And Reliable Use."
Kuldeep Saxena,4,2021-01-26,3,"Too much superb and easy in useful...but was only one problem no stickers, songs, birthday stickers supported."
DIVYA MOHARE,1,2021-04-22,0,My phone reels not coming
Khushi Narang,1,2021-03-29,0,There are many problem am facing in instagram like my activity status is on but still no one show me active😔and my instagram is updated but some features are not working
TARUN BAGAL,2,2021-01-13,2,Dark Mode Can't Work Properly... Please Solve Problem As Soon Posible...
Yahya Abid,1,2021-03-31,0,It is very amazing app but one thing is there that if we uninstall this app after that If we wish to use it again it not works properly and is not installing in one etem
Anu Chettri,1,2021-02-01,0,Oh hello where is reels feature and others
Joyael A J,5,2021-01-30,0,Great.i have been asking for this app like forever...
Suvo Pramanik,4,2020-12-17,0,This app is not full screen please fix
Hanz Chyou,1,2021-04-20,0,"Lite. After downloading this app, I tried to create a story, saw some stories, and people's posts. Then I uninstalled again. I think it's quite clear."
Divya Bharti,5,2021-04-21,0,It is really a very good app. I m very happy from its various options. I really enjoying it.
Debasis Praharaj,5,2021-04-13,0,You app is used 100 mb plz slow mb use thanks you♥️
Satyajit Pradhan,1,2021-03-31,0,Not perfect as Facebook lite.
Råjdéèp Dëy,4,2021-04-21,0,Please bring dark mode 🥰
SHIBENDRA NATH SEN,3,2020-12-18,23,"Please add two new options to the Instagram app. The 'First Option' is 1.""Font Size- Small, Medium, High"" and the 'Second Option' is 2.""Data Saver"" because I can't turn it on because I don't have the ""Data Saver"" option.  Give these two options soon."
Ali Zaid,5,2021-03-14,0,5 stars bcoz i love this app . my phone has issues with actual apps like hanging freezing but it will make my day everyday. But one thing is actual bad bcoz i cant see reels in this app . can u pleass add a reel option..
benard mendy,1,2021-04-21,0,I can't recieve message
Amit Singla,1,2021-02-17,0,Lots of bugs..i can run ig more smoothly in browser. Problems: Feed not updating Stories opened very slowly App crashes
Matiur Rahman,5,2021-01-17,1,nice experince because this app is very useful & very very easy
Pankaj Dhameja,1,2020-12-20,0,"Just add dark mode and make it work on full screen, I'll chg my rate to 500"
Gaurav Nagarwal,5,2021-01-23,1,So beautiful and smart app I have no idea about Instagram is very mst nyc app
AMKILLERYT,4,2021-01-04,0,Not that good because it takes time to load every single thing
Yasir Hussain,1,2020-11-13,8,very bad performance hang my 4gb ram mobile not opening after sometime
SkateFamLA channel,1,2020-12-14,2,"I hate this app, it cant send the confirmation code"
LOVE 3P,1,2021-04-19,1,Very very bad 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎 Internet very lose Very bad plzz dont downlod
Ashish Prasad,1,2021-03-10,0,Need more updates to make it worth using. Some bug should be fixed asap. Althought it can be of better use if sich problem are solved
Archana Singh,1,2021-03-03,0,None of the feature is working properly..no dark mode.. problems in opening chat..no function of reel.. highly disappointed
Fatima Asim,4,2021-01-20,28,"Introduce black theme and we can't post igtv or any other video on story, also video call and voice note."
Rohith Kumar,3,2020-12-24,0,"overall its good but it won't refresh the feed compare to orginal app ,orginal app shows recent posts but this app always shows the same thing again . and also it don't have a dark mode please add it in next update ,and also please make option for stop autoplay videos thats all tq🙂🙂"
Akhil Datta,3,2021-03-02,0,I like the lite version it has a dark mode and all that when it comes to stories I couldn't upload anything in my stories at all appreciate if you guys can look into this matter
Banumathi V. S,5,2021-04-06,0,My instagram lite is not showing please help me
PARTH OO7,3,2021-03-03,1,"Average ,,, please provide Dark mode in Instagram Lite"
Blackclue,1,2021-03-06,0,"You can't upload photo,reels, That's it It is enough to get back from the app May be you didn't realise now but one day you will be frustrated"
Bangtan ! V !,1,2021-04-13,0,Very bad. Not even letting to open a chat inbox. Everytime I click on a chat it says error.
Elhabib Jimmy,5,2021-04-19,0,I can't add story or pic
TPP Gamzer,1,2021-02-19,0,this aap is very slow in mobile
Yashika Thakur,4,2021-01-05,0,I love this app but is mai music ka option ni hai....
Vijay Sharma,1,2021-02-10,1,It is not better than Insta but in case of Facebook facebook lite is a gd option because it also has many functions At the end I want to say make it more better
thedevilcreations,5,2020-12-12,9,"It is a nice app ,fast and uses less data"
Ketan Nanoti,1,2021-02-15,2,One of the useless app. ticker not avaliable. Feed is not refresh automedically. Stories not refesh . Set strories not avaliable. Chk facebook lite app. One of the best lite app.
Anitha Suresh,5,2021-02-13,2,Let's talk abound insta lite is a better than insta and instagram it's a very slow network in may iPhone 12 pro and I didn't know how it's possible I install the insta lite than in ma mobile the network will very fast and I suggested u guys just download it and enjoy the insta highlights Tq guys
